variant,image,family
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000031.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000014.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000015.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000020.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000024.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000028.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000027.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000011.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000012.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000002.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000021.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000007.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000030.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000001.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000017.jpg,Fokker 50
Fokker 50,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0078/000019.jpg,Fokker 50
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000003.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000032.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000017.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000011.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000020.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000019.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000006.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000014.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000010.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000026.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000034.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000021.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000028.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000005.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000018.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000030.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000008.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000024.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000015.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000023.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000033.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000002.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000025.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000031.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000009.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000004.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000001.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000022.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000012.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000027.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000029.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000013.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000007.jpg,Fokker 70
Fokker 70,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0079/000016.jpg,Fokker 70
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000007.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000027.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000030.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000005.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000018.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000016.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000020.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000033.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000003.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000026.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000021.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000015.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000023.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000009.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000014.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000008.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000011.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000032.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000004.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000013.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000024.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000010.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000025.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000022.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000034.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000002.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000006.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000017.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000031.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000012.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000019.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000029.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000001.jpg,Falcon 900
Falcon 900,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0076/000028.jpg,Falcon 900
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000015.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000017.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000007.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000023.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000006.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000028.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000031.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000019.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000013.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000004.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000029.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000010.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000033.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000001.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000003.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000025.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000027.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000024.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000022.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000016.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000008.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000026.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000030.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000032.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000014.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000018.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000021.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000002.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000011.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000005.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000009.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000012.jpg,Global Express
Global Express,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0080/000020.jpg,Global Express
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000004.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000015.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000030.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000022.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000007.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000025.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000032.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000033.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000010.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000028.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000016.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000029.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000019.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000026.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000011.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000012.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000018.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000008.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000031.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000006.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000013.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000003.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000020.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000009.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000005.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000014.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000021.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000001.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000002.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000023.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000017.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000027.jpg,Falcon 2000
Falcon 2000,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0075/000024.jpg,Falcon 2000
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000033.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000013.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000029.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000009.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000025.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000012.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000006.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000018.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000011.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000017.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000014.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000020.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000021.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000032.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000028.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000003.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000001.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000022.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000031.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000015.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000026.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000027.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000023.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000024.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000010.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000019.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000007.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000030.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000008.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000002.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000004.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000016.jpg,Fokker 100
Fokker 100,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0077/000005.jpg,Fokker 100
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000017.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000018.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000016.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000012.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000022.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000011.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000001.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000004.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000025.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000008.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000033.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000029.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000023.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000013.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000010.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000027.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000026.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000030.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000015.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000031.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000002.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000024.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000014.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000021.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000006.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000009.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000019.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000003.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000005.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000020.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000007.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000032.jpg,Embraer E-Jet
E-170,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0065/000028.jpg,Embraer E-Jet
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000019.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000007.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000032.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000026.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000030.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000028.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000033.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000010.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000016.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000004.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000025.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000022.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000015.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000029.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000024.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000023.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000009.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000001.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000031.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000006.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000021.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000027.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000014.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000011.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000013.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000005.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000017.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000003.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000020.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000012.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000018.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000002.jpg,Embraer ERJ 145
ERJ 135,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0069/000008.jpg,Embraer ERJ 145
Eurofighter Typhoon,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0072/000015.jpg,Eurofighter Typhoon
Eurofighter Typhoon,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0072/000029.jpg,Eurofighter Typhoon
Eurofighter Typhoon,/content/gdrive/My Drive/Retail Pulse ML Assignment Data/train/0072/000003.jpg,Eurofighter Typhoon
